PC1,PC2,PC3,domain,difficulty_level
-0.6597766075552948,-0.9722218347060904,0.7781347270531155,AI & ML,12
-0.8836727147792965,-1.1519932863461544,0.6359612528199514,AI & ML,54
-2.175206080640774,-0.34916036107474036,-1.4136546906806589,AI & ML,20
-1.3924609071000609,-1.1499521884557786,-1.0503108484673567,AI & ML,22
-1.6722763342831672,-0.45838760257500266,-0.012628595876304358,AI & ML,47
-1.4323097203413317,-0.1942658054073483,1.5558556991383228,AI & ML,28
-1.553936417419037,-0.883654882876169,-0.8331956646831202,AI & ML,66
-1.3037774946991008,-0.501477055692711,0.059190980802802766,AI & ML,52
-0.7230558834653635,-1.5084726653426281,-0.7665804160196192,AI & ML,70
-0.6251949936415986,-1.1474059860106434,-0.42631008716349694,AI & ML,54
-2.3847576008362044,0.978641771433626,1.7007998294540294,AI & ML,50
-0.8836727147792965,-1.1519932863461544,0.6359612528199514,AI & ML,70
-0.9413363640241927,-0.9925220329177927,0.9017554556836939,AI & ML,67
-1.282063490096116,-0.9150395542569058,1.1437538208481364,AI & ML,65
-1.9355540781239227,0.9712657940879751,4.803278422261968,AI & ML,37
-0.6677217276485625,-0.881409712694634,0.07334885121068821,AI & ML,53
-1.1674246736570952,-0.4608109331747946,1.6752998704691335,AI & ML,64
-1.610790440037879,-0.7241050156316634,-0.567742126485012,AI & ML,33
-0.7883861878082131,-0.8331779577303996,1.8390716597162822,AI & ML,45
-0.9807196069096373,-0.09868221469079762,0.15561312300245894,AI & ML,70
-1.7919292748667057,1.2126454013691073,1.8181836856187958,AI & ML,64
-0.6697504810740147,-1.1517992219438022,1.3060911829376618,AI & ML,54
-1.4712065692273297,0.09365307512069669,3.6952163259536346,AI & ML,53
-0.8784335473553467,-0.8437209743071405,0.4675389425931557,AI & ML,36
-1.3136556478942234,-0.6195025815619781,0.7351564438356729,AI & ML,18
-0.8436570826395526,-0.7800916658256276,1.8161480181819734,AI & ML,22
-1.093617931948174,-0.8830427950489373,-0.28027831463173924,AI & ML,11
-0.7725700435016736,-1.1185076765650126,0.07959436284303954,AI & ML,21
-0.7136369989606892,-0.8349186534046801,0.972497758348078,AI & ML,22
-1.09643815201531,-0.8274436295500722,2.1051137036219028,AI & ML,19
-2.039121432330076,-0.4151375730521113,-0.08514401344017261,AI & ML,25
-1.282063490096116,-0.9150395542569058,1.1437538208481364,AI & ML,16
-2.6619247270761464,1.1707634293954954,2.7067227317394957,AI & ML,12
-0.8188890796901328,-0.3919127203974463,1.7959454050351005,AI & ML,37
-0.8283830662174477,-1.233633886921352,-0.37886150282105324,AI & ML,31
-0.886880956619065,0.007178417646330289,-0.16404529341970342,AI & ML,11
-1.0444865368135146,-1.441204812124944,-1.5620523724065936,AI & ML,17
-0.5370421112805549,-1.0124768995420077,-0.6517983835287496,AI & ML,22
-1.851965334252937,0.3827139406387946,-1.1049680953097967,AI & ML,21
-1.5675538644911018,-0.5651252356648823,0.035667268543445194,AI & ML,13
-0.9337235353998463,-1.2050174264577052,0.32313012227565896,AI & ML,17
0.9724851298442602,-1.4355653265797266,-0.3504804768968632,AI & ML,23
1.0004297583118893,-1.3777486150791083,-0.23414106954329775,AI & ML,24
-0.035442042682065175,-1.0658096393401202,-0.2958161166683015,AI & ML,72
-0.49255878186265145,-0.6976742113628209,-0.6010125516423455,AI & ML,43
-0.6212227640765194,-1.0764627744049013,-0.2519998360355222,AI & ML,21
-0.679320897968666,-1.094208516842065,-0.4497155036231096,AI & ML,15
-0.7466428599421735,-0.7374741952099575,-0.6002752697933716,AI & ML,24
-0.639395706951776,-0.8439666844589738,-0.5530417103051947,AI & ML,24
-2.402543585358846,0.9556674220150072,0.4232601093402398,AI & ML,27
-1.0661243218332679,-1.0048255095519425,-1.3141466051855033,AI & ML,22
-0.7461755202387832,-0.2076613198055581,1.4218530716497702,AI & ML,36
-0.8188890796901328,-0.3919127203974463,1.7959454050351005,AI & ML,56
-1.194941609910227,-0.01925576297740437,1.6309172223552968,AI & ML,71
-1.0525214114588817,-0.7797946134687435,1.1438898854813317,AI & ML,67
-0.4364969832888836,-1.8567983439251508,-1.5528601792208696,AI & ML,12
-0.3558063445589162,-2.1599018350121435,-0.6090844778107891,AI & ML,34
-0.5443679049203816,-1.682999963342013,0.19484974034157318,AI & ML,17
-0.5939805909700998,-1.9492161515513466,-0.693587844695329,AI & ML,14
0.017547558062566214,-0.30402519522664667,0.5653901549871738,AI & ML,51
-1.3266624827064142,-0.3009136446010855,1.6037624511970956,AI & ML,71
